OrderID,OrderDate,ProductID,CustomerID,StoreID,Quantity,UnitPrice,Discount,TotalSales,Cost,Profit,Year,Month,Day
O108699,2023-04-17,P0016,C00213,S002,1,547.4,0.0,547.4,397.41,149.99,2023,4,17
O100768,2023-04-17,P0007,C00607,S008,1,99.07,0.15,84.21,74.71,9.5,2023,4,17
O102493,2023-04-17,P0022,C00250,S003,1,42.03,0.05,39.93,30.14,9.79,2023,4,17
O103907,2023-04-17,P0011,C00361,S011,2,713.82,0.1,1284.88,903.66,381.22,2023,4,17
O106046,2023-04-17,P0098,C00024,S005,3,37.83,0.1,102.14,87.0,15.14,2023,4,17
O105305,2023-04-17,P0023,C00008,S004,3,818.22,0.0,2454.66,1890.45,564.21,2023,4,17
O103025,2023-04-17,P0010,C00992,S011,1,14.81,0.0,14.81,12.15,2.66,2023,4,17
O103031,2023-04-17,P0099,C01151,S011,1,5.01,0.0,5.01,2.77,2.24,2023,4,17
O107662,2023-04-17,P0056,C00377,S003,1,20.73,0.15,17.62,16.75,0.87,2023,4,17
O110897,2023-04-17,P0026,C00453,S005,1,325.3,0.0,325.3,181.38,143.92,2023,4,17
O102837,2023-04-18,P0038,C00849,S009,3,42.19,0.05,120.24,87.93,32.31,2023,4,18
O101843,2023-04-18,P0062,C01129,S004,1,39.06,0.1,35.15,17.85,17.3,2023,4,18
O106968,2023-04-18,P0054,C00677,S001,1,42.97,0.1,38.67,29.12,9.55,2023,4,18
O100881,2023-04-18,P0099,C00010,S001,1,5.01,0.1,4.51,2.77,1.74,2023,4,18
O111633,2023-04-18,P0014,C00670,S007,1,13.14,0.05,12.48,6.13,6.35,2023,4,18
O105477,2023-04-18,P0040,C00947,S009,2,25.25,0.1,45.45,33.06,12.39,2023,4,18
O103477,2023-04-18,P0007,C00482,S003,1,99.07,0.05,94.12,74.71,19.41,2023,4,18
O106732,2023-04-18,P0016,C00973,S004,1,547.4,0.0,547.4,397.41,149.99,2023,4,18
O100473,2023-04-18,P0042,C00518,S007,2,9.86,0.0,19.72,12.46,7.26,2023,4,18
O109908,2023-04-18,P0093,C00279,S011,1,13.08,0.1,11.77,9.16,2.61,2023,4,18
O103402,2023-04-18,P0017,C00589,S010,1,25.27,0.15,21.48,17.77,3.71,2023,4,18
O104043,2023-04-18,P0006,C00519,S012,1,74.01,0.0,74.01,43.08,30.93,2023,4,18
O105067,2023-04-18,P0022,C00100,S010,1,42.03,0.0,42.03,30.14,11.89,2023,4,18
O107200,2023-04-18,P0048,C00545,S004,1,113.33,0.2,90.66,82.55,8.11,2023,4,18
O101004,2023-04-19,P0067,C00417,S007,3,5.57,0.1,15.04,9.75,5.29,2023,4,19
O108001,2023-04-19,P0006,C00286,S004,5,74.01,0.0,370.05,215.4,154.65,2023,4,19
O104503,2023-04-19,P0004,C00942,S007,1,29.55,0.1,26.6,14.48,12.12,2023,4,19
O108910,2023-04-19,P0085,C00412,S012,1,34.17,0.1,30.75,27.5,3.25,2023,4,19
O105917,2023-04-19,P0098,C00906,S006,1,37.83,0.0,37.83,29.0,8.83,2023,4,19
O102204,2023-04-19,P0073,C01106,S012,2,36.7,0.0,73.4,36.44,36.96,2023,4,19
O104036,2023-04-19,P0097,C00118,S001,3,8.15,0.05,23.23,16.47,6.76,2023,4,19
O101456,2023-04-19,P0066,C00754,S012,1,105.53,0.0,105.53,58.77,46.76,2023,4,19
O102415,2023-04-19,P0043,C00561,S006,1,11.09,0.1,9.98,5.81,4.17,2023,4,19
O105643,2023-04-19,P0046,C00054,S010,1,69.45,0.15,59.03,42.58,16.45,2023,4,19
O104703,2023-04-19,P0057,C00722,S003,2,157.4,0.0,314.8,263.22,51.58,2023,4,19
O103490,2023-04-19,P0088,C00534,S012,2,5.57,0.0,11.14,8.62,2.52,2023,4,19
O102589,2023-04-19,P0055,C00653,S006,1,24.74,0.05,23.5,17.48,6.02,2023,4,19
O108174,2023-04-19,P0090,C01078,S009,2,575.16,0.1,1035.29,751.46,283.83,2023,4,19
O108724,2023-04-19,P0040,C00204,S012,1,25.25,0.0,25.25,16.53,8.72,2023,4,19
O111843,2023-04-19,P0015,C00088,S012,2,36.03,0.1,64.85,37.22,27.63,2023,4,19
O102340,2023-04-19,P0079,C01059,S005,1,120.53,0.0,120.53,93.1,27.43,2023,4,19
O102003,2023-04-20,P0090,C00290,S012,2,575.16,0.15,977.77,751.46,226.31,2023,4,20
O101524,2023-04-20,P0022,C00178,S001,1,42.03,0.0,42.03,30.14,11.89,2023,4,20
O107978,2023-04-20,P0034,C00601,S011,1,84.19,0.0,84.19,69.04,15.15,2023,4,20
O103164,2023-04-20,P0041,C01111,S004,1,246.7,0.0,246.7,134.73,111.97,2023,4,20
O109670,2023-04-20,P0059,C00586,S005,1,10.64,0.0,10.64,7.7,2.94,2023,4,20
O110226,2023-04-20,P0015,C00573,S007,1,36.03,0.0,36.03,18.61,17.42,2023,4,20
O103955,2023-04-20,P0049,C01165,S010,3,366.28,0.0,1098.84,518.13,580.71,2023,4,20
O102686,2023-04-20,P0049,C00727,S009,1,366.28,0.0,366.28,172.71,193.57,2023,4,20
O111026,2023-04-20,P0092,C00947,S008,2,41.48,0.0,82.96,50.82,32.14,2023,4,20
O110219,2023-04-20,P0078,C00576,S006,1,18.31,0.15,15.56,12.84,2.72,2023,4,20
O110421,2023-04-20,P0031,C00106,S004,2,104.43,0.0,208.86,128.36,80.5,2023,4,20
O108491,2023-04-20,P0023,C00990,S004,1,818.22,0.0,818.22,630.15,188.07,2023,4,20
O106376,2023-04-20,P0089,C00630,S003,1,39.28,0.05,37.32,18.15,19.17,2023,4,20
O108534,2023-04-20,P0090,C00977,S011,1,575.16,0.0,575.16,375.73,199.43,2023,4,20
O110144,2023-04-20,P0080,C01171,S006,1,20.59,0.0,20.59,13.94,6.65,2023,4,20
O103512,2023-04-20,P0004,C01068,S003,1,29.55,0.0,29.55,14.48,15.07,2023,4,20
O109252,2023-04-20,P0054,C00842,S008,10,42.97,0.05,408.22,291.2,117.02,2023,4,20
O110322,2023-04-20,P0028,C00447,S003,10,453.33,0.05,4306.64,2539.6,1767.04,2023,4,20
O111902,2023-04-20,P0100,C00574,S004,3,142.46,0.05,406.01,273.42,132.59,2023,4,20
O103863,2023-04-20,P0041,C01178,S005,10,246.7,0.1,2220.3,1347.3,873.0,2023,4,20
O105003,2023-04-21,P0074,C00967,S005,1,106.15,0.1,95.54,69.24,26.3,2023,4,21
O102075,2023-04-21,P0030,C00279,S012,1,41.4,0.0,41.4,25.21,16.19,2023,4,21
O109178,2023-04-21,P0027,C00148,S002,5,55.97,0.0,279.85,147.85,132.0,2023,4,21
O105517,2023-04-21,P0092,C00208,S011,5,41.48,0.1,186.66,127.05,59.61,2023,4,21
O109771,2023-04-21,P0048,C00559,S006,2,113.33,0.0,226.66,165.1,61.56,2023,4,21
O100396,2023-04-21,P0068,C00127,S008,1,100.31,0.0,100.31,81.38,18.93,2023,4,21
O103267,2023-04-21,P0052,C00514,S011,3,97.55,0.0,292.65,184.41,108.24,2023,4,21
O103693,2023-04-21,P0093,C00259,S004,1,13.08,0.0,13.08,9.16,3.92,2023,4,21
O107373,2023-04-21,P0048,C00010,S010,2,113.33,0.15,192.66,165.1,27.56,2023,4,21
O111540,2023-04-21,P0093,C00212,S004,1,13.08,0.0,13.08,9.16,3.92,2023,4,21
O109192,2023-04-21,P0034,C00382,S007,2,84.19,0.05,159.96,138.08,21.88,2023,4,21
O102858,2023-04-21,P0031,C00962,S004,1,104.43,0.0,104.43,64.18,40.25,2023,4,21
O109827,2023-04-21,P0014,C01129,S010,1,13.14,0.0,13.14,6.13,7.01,2023,4,21
O104631,2023-04-21,P0075,C00463,S002,1,10.1,0.0,10.1,7.49,2.61,2023,4,21
O111260,2023-04-21,P0012,C00408,S002,1,88.36,0.1,79.52,62.9,16.62,2023,4,21
O108734,2023-04-21,P0043,C01012,S008,1,11.09,0.2,8.87,5.81,3.06,2023,4,21
O100990,2023-04-21,P0059,C01165,S005,1,10.64,0.0,10.64,7.7,2.94,2023,4,21
O107005,2023-04-21,P0097,C00047,S003,1,8.15,0.05,7.74,5.49,2.25,2023,4,21
O108323,2023-04-21,P0055,C00234,S006,5,24.74,0.1,111.33,87.4,23.93,2023,4,21
O111898,2023-04-21,P0096,C00999,S012,1,63.84,0.0,63.84,35.05,28.79,2023,4,21
O104061,2023-04-21,P0020,C00612,S002,4,30.45,0.0,121.8,82.36,39.44,2023,4,21
O100331,2023-04-21,P0040,C00159,S008,1,25.25,0.0,25.25,16.53,8.72,2023,4,21
O105014,2023-04-22,P0006,C01075,S010,3,74.01,0.0,222.03,129.24,92.79,2023,4,22
O110610,2023-04-22,P0055,C00738,S001,1,24.74,0.1,22.27,17.48,4.79,2023,4,22
O107762,2023-04-22,P0067,C00865,S012,2,5.57,0.0,11.14,6.5,4.64,2023,4,22
O102035,2023-04-22,P0093,C00410,S004,1,13.08,0.0,13.08,9.16,3.92,2023,4,22
O106297,2023-04-22,P0059,C00312,S012,2,10.64,0.0,21.28,15.4,5.88,2023,4,22
O111476,2023-04-22,P0013,C00729,S007,5,45.23,0.0,226.15,124.1,102.05,2023,4,22
O111923,2023-04-22,P0003,C00888,S004,1,44.76,0.15,38.05,33.14,4.91,2023,4,22
O101282,2023-04-22,P0080,C01185,S001,1,20.59,0.0,20.59,13.94,6.65,2023,4,22
O110938,2023-04-22,P0070,C01193,S011,4,27.07,0.1,97.45,57.0,40.45,2023,4,22
O110603,2023-04-22,P0024,C00947,S009,1,722.65,0.0,722.65,423.58,299.07,2023,4,22
O111067,2023-04-22,P0089,C00894,S005,1,39.28,0.1,35.35,18.15,17.2,2023,4,22
O100760,2023-04-22,P0008,C00560,S004,10,22.28,0.1,200.52,111.4,89.12,2023,4,22
O102855,2023-04-22,P0076,C00404,S004,2,301.81,0.1,543.26,495.78,47.48,2023,4,22
O107588,2023-04-22,P0043,C00955,S009,1,11.09,0.0,11.09,5.81,5.28,2023,4,22
O111154,2023-04-22,P0046,C00173,S012,4,69.45,0.15,236.13,170.32,65.81,2023,4,22
O102675,2023-04-22,P0088,C00812,S012,3,5.57,0.0,16.71,12.93,3.78,2023,4,22
O104465,2023-04-22,P0005,C00544,S010,1,15.5,0.0,15.5,12.07,3.43,2023,4,22
O104361,2023-04-22,P0073,C01165,S004,2,36.7,0.0,73.4,36.44,36.96,2023,4,22
O101329,2023-04-22,P0087,C00282,S006,1,463.9,0.05,440.7,253.65,187.05,2023,4,22
O103559,2023-04-22,P0091,C00129,S001,1,35.24,0.1,31.72,18.67,13.05,2023,4,22
O110448,2023-04-22,P0060,C00541,S012,1,80.71,0.1,72.64,51.25,21.39,2023,4,22
O107575,2023-04-22,P0072,C00044,S002,1,149.26,0.15,126.87,69.51,57.36,2023,4,22
O102074,2023-04-23,P0025,C00959,S004,3,18.6,0.0,55.8,42.27,13.53,2023,4,23
O104732,2023-04-23,P0070,C01003,S008,1,27.07,0.05,25.72,14.25,11.47,2023,4,23
O103723,2023-04-23,P0046,C00714,S009,1,69.45,0.0,69.45,42.58,26.87,2023,4,23
O108865,2023-04-23,P0015,C00186,S007,2,36.03,0.1,64.85,37.22,27.63,2023,4,23
O110406,2023-04-23,P0083,C00639,S005,2,85.03,0.0,170.06,89.58,80.48,2023,4,23
O103513,2023-04-23,P0013,C01186,S001,1,45.23,0.0,45.23,24.82,20.41,2023,4,23
O103635,2023-04-23,P0098,C00066,S008,1,37.83,0.05,35.94,29.0,6.94,2023,4,23
O102563,2023-04-23,P0023,C00600,S001,2,818.22,0.0,1636.44,1260.3,376.14,2023,4,23
O106660,2023-04-23,P0060,C00675,S006,1,80.71,0.0,80.71,51.25,29.46,2023,4,23
O101315,2023-04-23,P0025,C00982,S004,1,18.6,0.1,16.74,14.09,2.65,2023,4,23
O104893,2023-04-23,P0058,C00441,S002,2,123.22,0.0,246.44,118.94,127.5,2023,4,23
O102464,2023-04-23,P0085,C00222,S009,2,34.17,0.05,64.92,55.0,9.92,2023,4,23
O102154,2023-04-23,P0023,C00157,S003,1,818.22,0.05,777.31,630.15,147.16,2023,4,23
O109440,2023-04-23,P0046,C00774,S006,2,69.45,0.1,125.01,85.16,39.85,2023,4,23
O101824,2023-04-23,P0048,C00435,S010,1,113.33,0.05,107.66,82.55,25.11,2023,4,23
O102402,2023-04-23,P0066,C00620,S008,1,105.53,0.0,105.53,58.77,46.76,2023,4,23
O104155,2023-04-24,P0073,C00639,S007,1,36.7,0.05,34.86,18.22,16.64,2023,4,24
O100241,2023-04-24,P0001,C00844,S005,1,132.87,0.0,132.87,107.4,25.47,2023,4,24
O103564,2023-04-24,P0094,C00683,S003,1,21.21,0.05,20.15,12.17,7.98,2023,4,24
O110318,2023-04-24,P0081,C00377,S001,1,143.09,0.0,143.09,110.0,33.09,2023,4,24
O107892,2023-04-24,P0084,C00030,S002,2,17.53,0.0,35.06,28.22,6.84,2023,4,24
O103160,2023-04-24,P0015,C00512,S002,2,36.03,0.1,64.85,37.22,27.63,2023,4,24
O100798,2023-04-24,P0089,C00111,S005,2,39.28,0.05,74.63,36.3,38.33,2023,4,24
O102047,2023-04-24,P0063,C00508,S001,3,112.94,0.0,338.82,272.07,66.75,2023,4,24
O100531,2023-04-24,P0011,C00100,S006,1,713.82,0.0,713.82,451.83,261.99,2023,4,24
O106008,2023-04-24,P0085,C00026,S009,1,34.17,0.05,32.46,27.5,4.96,2023,4,24
O106813,2023-04-24,P0093,C00761,S009,1,13.08,0.1,11.77,9.16,2.61,2023,4,24
O105901,2023-04-24,P0085,C01014,S010,2,34.17,0.15,58.09,55.0,3.09,2023,4,24
O106405,2023-04-24,P0053,C00003,S004,1,51.37,0.05,48.8,32.27,16.53,2023,4,24
O103417,2023-04-24,P0063,C00058,S004,1,112.94,0.0,112.94,90.69,22.25,2023,4,24
O110367,2023-04-24,P0073,C00256,S012,1,36.7,0.05,34.86,18.22,16.64,2023,4,24
O102621,2023-04-24,P0027,C00971,S001,2,55.97,0.0,111.94,59.14,52.8,2023,4,24
O111029,2023-04-25,P0046,C00522,S009,1,69.45,0.05,65.98,42.58,23.4,2023,4,25
O109206,2023-04-25,P0049,C01105,S001,1,366.28,0.0,366.28,172.71,193.57,2023,4,25
O101495,2023-04-25,P0031,C00085,S003,1,104.43,0.2,83.54,64.18,19.36,2023,4,25
O105681,2023-04-25,P0056,C00398,S009,1,20.73,0.0,20.73,16.75,3.98,2023,4,25
O106050,2023-04-25,P0098,C01106,S009,1,37.83,0.1,34.05,29.0,5.05,2023,4,25
O106241,2023-04-25,P0049,C00700,S008,1,366.28,0.05,347.97,172.71,175.26,2023,4,25
O105730,2023-04-25,P0067,C00472,S006,1,5.57,0.0,5.57,3.25,2.32,2023,4,25
O108694,2023-04-25,P0081,C01147,S005,2,143.09,0.0,286.18,220.0,66.18,2023,4,25
O107589,2023-04-25,P0069,C00176,S001,1,85.27,0.0,85.27,65.86,19.41,2023,4,25
O107098,2023-04-25,P0001,C01016,S001,1,132.87,0.0,132.87,107.4,25.47,2023,4,25
O106275,2023-04-25,P0063,C00298,S008,1,112.94,0.2,90.35,90.69,-0.34,2023,4,25
O102183,2023-04-25,P0059,C00752,S005,1,10.64,0.0,10.64,7.7,2.94,2023,4,25
O106604,2023-04-25,P0096,C00649,S003,3,63.84,0.1,172.37,105.15,67.22,2023,4,25
O107649,2023-04-25,P0067,C01080,S003,1,5.57,0.1,5.01,3.25,1.76,2023,4,25
O108488,2023-04-26,P0034,C00793,S008,2,84.19,0.0,168.38,138.08,30.3,2023,4,26
O102461,2023-04-26,P0001,C00498,S010,10,132.87,0.1,1195.83,1074.0,121.83,2023,4,26
O106694,2023-04-26,P0007,C00889,S010,2,99.07,0.05,188.23,149.42,38.81,2023,4,26
O111875,2023-04-26,P0090,C00844,S007,1,575.16,0.0,575.16,375.73,199.43,2023,4,26
O108575,2023-04-26,P0062,C01014,S009,2,39.06,0.0,78.12,35.7,42.42,2023,4,26
O110658,2023-04-26,P0040,C01017,S009,1,25.25,0.0,25.25,16.53,8.72,2023,4,26
O103669,2023-04-26,P0092,C00024,S006,1,41.48,0.1,37.33,25.41,11.92,2023,4,26
O104469,2023-04-26,P0036,C01031,S010,3,15.34,0.0,46.02,24.87,21.15,2023,4,26
O102511,2023-04-26,P0087,C00221,S004,1,463.9,0.15,394.32,253.65,140.67,2023,4,26
O106943,2023-04-26,P0053,C00012,S001,1,51.37,0.0,51.37,32.27,19.1,2023,4,26
O108965,2023-04-26,P0004,C00103,S002,2,29.55,0.1,53.19,28.96,24.23,2023,4,26
O101971,2023-04-26,P0069,C01175,S007,10,85.27,0.05,810.06,658.6,151.46,2023,4,26
O110313,2023-04-26,P0040,C01081,S012,2,25.25,0.0,50.5,33.06,17.44,2023,4,26
O106482,2023-04-26,P0092,C00943,S008,1,41.48,0.0,41.48,25.41,16.07,2023,4,26
O104834,2023-04-26,P0066,C00346,S003,1,105.53,0.0,105.53,58.77,46.76,2023,4,26
O111491,2023-04-26,P0072,C00157,S012,2,149.26,0.0,298.52,139.02,159.5,2023,4,26
O104847,2023-04-27,P0034,C00567,S005,1,84.19,0.05,79.98,69.04,10.94,2023,4,27
O105080,2023-04-27,P0093,C00845,S005,1,13.08,0.0,13.08,9.16,3.92,2023,4,27
O102954,2023-04-27,P0059,C00668,S006,2,10.64,0.15,18.09,15.4,2.69,2023,4,27
O110177,2023-04-27,P0006,C00999,S012,1,74.01,0.0,74.01,43.08,30.93,2023,4,27
O104316,2023-04-27,P0017,C00538,S010,1,25.27,0.05,24.01,17.77,6.24,2023,4,27
O107855,2023-04-27,P0061,C01120,S009,2,86.94,0.0,173.88,92.8,81.08,2023,4,27
O107975,2023-04-27,P0020,C00051,S008,1,30.45,0.0,30.45,20.59,9.86,2023,4,27
O109630,2023-04-27,P0038,C00111,S005,1,42.19,0.1,37.97,29.31,8.66,2023,4,27
O110040,2023-04-27,P0003,C00866,S006,2,44.76,0.1,80.57,66.28,14.29,2023,4,27
O103002,2023-04-27,P0090,C00538,S004,4,575.16,0.1,2070.58,1502.92,567.66,2023,4,27
O100038,2023-04-28,P0035,C00295,S011,1,21.89,0.0,21.89,12.25,9.64,2023,4,28
O103566,2023-04-28,P0021,C00104,S008,1,25.8,0.0,25.8,12.57,13.23,2023,4,28
O103222,2023-04-28,P0006,C00302,S010,2,74.01,0.0,148.02,86.16,61.86,2023,4,28
O110287,2023-04-28,P0097,C00419,S005,4,8.15,0.0,32.6,21.96,10.64,2023,4,28
O100500,2023-04-28,P0054,C00715,S011,1,42.97,0.0,42.97,29.12,13.85,2023,4,28
O103897,2023-04-28,P0072,C01157,S012,3,149.26,0.05,425.39,208.53,216.86,2023,4,28
O102872,2023-04-28,P0084,C01086,S011,1,17.53,0.0,17.53,14.11,3.42,2023,4,28
O103291,2023-04-28,P0088,C00011,S011,1,5.57,0.15,4.73,4.31,0.42,2023,4,28
O111576,2023-04-28,P0038,C01097,S011,2,42.19,0.0,84.38,58.62,25.76,2023,4,28
O104051,2023-04-28,P0023,C00744,S001,2,818.22,0.0,1636.44,1260.3,376.14,2023,4,28
O110748,2023-04-28,P0042,C01025,S012,2,9.86,0.0,19.72,12.46,7.26,2023,4,28
O107556,2023-04-28,P0065,C00136,S007,1,776.21,0.1,698.59,385.54,313.05,2023,4,28
O104442,2023-04-28,P0007,C01200,S009,1,99.07,0.0,99.07,74.71,24.36,2023,4,28
O103049,2023-04-28,P0010,C00541,S007,1,14.81,0.0,14.81,12.15,2.66,2023,4,28
O100906,2023-04-28,P0053,C00496,S002,4,51.37,0.0,205.48,129.08,76.4,2023,4,28
O102104,2023-04-28,P0084,C00015,S003,1,17.53,0.05,16.65,14.11,2.54,2023,4,28
O100079,2023-04-28,P0046,C00510,S010,4,69.45,0.15,236.13,170.32,65.81,2023,4,28
O101492,2023-04-29,P0067,C00734,S010,2,5.57,0.1,10.03,6.5,3.53,2023,4,29
O110651,2023-04-29,P0030,C00766,S006,1,41.4,0.1,37.26,25.21,12.05,2023,4,29
O107557,2023-04-29,P0072,C01025,S007,5,149.26,0.0,746.3,347.55,398.75,2023,4,29
O102311,2023-04-29,P0087,C00619,S008,1,463.9,0.05,440.7,253.65,187.05,2023,4,29
O101500,2023-04-29,P0030,C00212,S002,1,41.4,0.05,39.33,25.21,14.12,2023,4,29
O104551,2023-04-29,P0087,C00350,S007,2,463.9,0.0,927.8,507.3,420.5,2023,4,29
O108890,2023-04-29,P0099,C00917,S012,5,5.01,0.0,25.05,13.85,11.2,2023,4,29
O109992,2023-04-29,P0050,C00648,S006,4,9.87,0.0,39.48,18.96,20.52,2023,4,29
O108400,2023-04-29,P0008,C00142,S003,3,22.28,0.0,66.84,33.42,33.42,2023,4,29
O105671,2023-04-29,P0009,C00059,S008,2,8.02,0.0,16.04,12.18,3.86,2023,4,29
O101445,2023-04-29,P0066,C00308,S009,1,105.53,0.0,105.53,58.77,46.76,2023,4,29
O109481,2023-04-29,P0098,C00143,S001,1,37.83,0.0,37.83,29.0,8.83,2023,4,29
O104225,2023-04-29,P0003,C00927,S012,2,44.76,0.2,71.62,66.28,5.34,2023,4,29
O105459,2023-04-29,P0083,C00383,S002,1,85.03,0.0,85.03,44.79,40.24,2023,4,29
O111168,2023-04-29,P0014,C00172,S006,1,13.14,0.1,11.83,6.13,5.7,2023,4,29
O108950,2023-04-29,P0075,C00285,S001,1,10.1,0.1,9.09,7.49,1.6,2023,4,29
O104842,2023-04-29,P0050,C00850,S010,1,9.87,0.0,9.87,4.74,5.13,2023,4,29
O106225,2023-04-30,P0077,C01179,S008,1,130.07,0.0,130.07,107.65,22.42,2023,4,30
O111380,2023-04-30,P0007,C00123,S001,2,99.07,0.05,188.23,149.42,38.81,2023,4,30
O107392,2023-04-30,P0047,C00834,S009,1,125.46,0.0,125.46,59.9,65.56,2023,4,30
O108711,2023-04-30,P0001,C00518,S007,1,132.87,0.05,126.23,107.4,18.83,2023,4,30
O110125,2023-04-30,P0036,C00020,S002,1,15.34,0.0,15.34,8.29,7.05,2023,4,30
O105777,2023-04-30,P0015,C01182,S010,1,36.03,0.0,36.03,18.61,17.42,2023,4,30
O101257,2023-04-30,P0005,C00233,S004,1,15.5,0.2,12.4,12.07,0.33,2023,4,30
O104743,2023-04-30,P0026,C00885,S008,3,325.3,0.2,780.72,544.14,236.58,2023,4,30
O101663,2023-04-30,P0009,C01119,S009,1,8.02,0.05,7.62,6.09,1.53,2023,4,30
O107504,2023-04-30,P0069,C00681,S012,1,85.27,0.0,85.27,65.86,19.41,2023,4,30
O111119,2023-04-30,P0007,C00399,S003,2,99.07,0.1,178.33,149.42,28.91,2023,4,30
O105377,2023-04-30,P0068,C00871,S003,1,100.31,0.0,100.31,81.38,18.93,2023,4,30
O111279,2023-05-01,P0060,C01034,S006,1,80.71,0.05,76.67,51.25,25.42,2023,5,1
O107011,2023-05-01,P0004,C01014,S007,1,29.55,0.0,29.55,14.48,15.07,2023,5,1
O102578,2023-05-01,P0081,C00870,S002,1,143.09,0.0,143.09,110.0,33.09,2023,5,1
O102238,2023-05-01,P0043,C00490,S007,3,11.09,0.0,33.27,17.43,15.84,2023,5,1
O104125,2023-05-01,P0019,C00406,S006,10,138.62,0.0,1386.2,681.5,704.7,2023,5,1
O101976,2023-05-01,P0080,C00570,S005,1,20.59,0.0,20.59,13.94,6.65,2023,5,1
O106920,2023-05-01,P0039,C01017,S004,1,47.6,0.0,47.6,32.53,15.07,2023,5,1
O108852,2023-05-01,P0058,C00041,S006,5,123.22,0.15,523.69,297.35,226.34,2023,5,1
O105217,2023-05-01,P0013,C00140,S002,1,45.23,0.0,45.23,24.82,20.41,2023,5,1
O110582,2023-05-01,P0011,C00569,S002,10,713.82,0.1,6424.38,4518.3,1906.08,2023,5,1
O101628,2023-05-01,P0065,C00722,S008,1,776.21,0.0,776.21,385.54,390.67,2023,5,1
O101712,2023-05-01,P0095,C00248,S004,2,118.84,0.0,237.68,156.34,81.34,2023,5,1
O104584,2023-05-01,P0099,C00450,S001,1,5.01,0.0,5.01,2.77,2.24,2023,5,1
O109130,2023-05-01,P0011,C01047,S001,1,713.82,0.0,713.82,451.83,261.99,2023,5,1
O109825,2023-05-01,P0055,C00071,S008,1,24.74,0.05,23.5,17.48,6.02,2023,5,1
O105368,2023-05-01,P0099,C00932,S012,10,5.01,0.1,45.09,27.7,17.39,2023,5,1
O105094,2023-05-01,P0071,C00507,S002,1,9.68,0.05,9.2,7.38,1.82,2023,5,1
O103200,2023-05-01,P0084,C01105,S012,1,17.53,0.0,17.53,14.11,3.42,2023,5,1
O104227,2023-05-01,P0022,C00103,S010,1,42.03,0.05,39.93,30.14,9.79,2023,5,1
O111310,2023-05-01,P0030,C00701,S005,1,41.4,0.1,37.26,25.21,12.05,2023,5,1
O106785,2023-05-01,P0072,C00958,S007,1,149.26,0.0,149.26,69.51,79.75,2023,5,1
O109707,2023-05-02,P0013,C01066,S008,3,45.23,0.05,128.91,74.46,54.45,2023,5,2
O108760,2023-05-02,P0042,C01010,S009,1,9.86,0.0,9.86,6.23,3.63,2023,5,2
O100546,2023-05-02,P0096,C00643,S008,2,63.84,0.0,127.68,70.1,57.58,2023,5,2
O102472,2023-05-02,P0044,C00919,S011,1,136.64,0.2,109.31,115.68,-6.37,2023,5,2
O104625,2023-05-02,P0026,C00785,S002,1,325.3,0.0,325.3,181.38,143.92,2023,5,2
O101639,2023-05-02,P0041,C00213,S006,1,246.7,0.0,246.7,134.73,111.97,2023,5,2
O107842,2023-05-02,P0009,C01135,S001,4,8.02,0.05,30.48,24.36,6.12,2023,5,2
O100664,2023-05-02,P0067,C00408,S008,2,5.57,0.05,10.58,6.5,4.08,2023,5,2
O103526,2023-05-02,P0036,C00262,S007,2,15.34,0.0,30.68,16.58,14.1,2023,5,2
O111993,2023-05-02,P0010,C00292,S007,3,14.81,0.0,44.43,36.45,7.98,2023,5,2
O103109,2023-05-02,P0055,C00685,S010,2,24.74,0.1,44.53,34.96,9.57,2023,5,2
O111597,2023-05-02,P0075,C00585,S003,1,10.1,0.1,9.09,7.49,1.6,2023,5,2
O102062,2023-05-02,P0042,C00171,S001,1,9.86,0.05,9.37,6.23,3.14,2023,5,2
O104693,2023-05-02,P0016,C00386,S008,1,547.4,0.0,547.4,397.41,149.99,2023,5,2
O102293,2023-05-02,P0020,C00646,S001,1,30.45,0.1,27.4,20.59,6.81,2023,5,2
O110520,2023-05-02,P0061,C00027,S001,1,86.94,0.0,86.94,46.4,40.54,2023,5,2
O106454,2023-05-03,P0010,C00240,S004,1,14.81,0.15,12.59,12.15,0.44,2023,5,3
O105317,2023-05-03,P0063,C00726,S004,1,112.94,0.0,112.94,90.69,22.25,2023,5,3
O111870,2023-05-03,P0078,C01078,S010,10,18.31,0.05,173.94,128.4,45.54,2023,5,3
O108562,2023-05-03,P0080,C00371,S011,3,20.59,0.15,52.5,41.82,10.68,2023,5,3
O103345,2023-05-03,P0041,C00160,S003,3,246.7,0.05,703.09,404.19,298.9,2023,5,3
O107576,2023-05-03,P0072,C00616,S012,1,149.26,0.0,149.26,69.51,79.75,2023,5,3
O108475,2023-05-03,P0073,C01139,S008,1,36.7,0.0,36.7,18.22,18.48,2023,5,3
O110133,2023-05-03,P0026,C00552,S001,1,325.3,0.0,325.3,181.38,143.92,2023,5,3
O111046,2023-05-03,P0092,C01092,S004,2,41.48,0.0,82.96,50.82,32.14,2023,5,3
O101662,2023-05-03,P0096,C00905,S008,1,63.84,0.1,57.46,35.05,22.41,2023,5,3
O107284,2023-05-03,P0085,C00940,S004,10,34.17,0.0,341.7,275.0,66.7,2023,5,3
O104734,2023-05-03,P0002,C01113,S006,1,130.95,0.0,130.95,100.06,30.89,2023,5,3
