CustomerID,CustomerName,City,State,Segment
C00453,Cust_8AX40,Hyderabad,Telangana,Retail
C00454,Cust_H9P89,Bengaluru,Karnataka,SMB
C00455,Cust_ZD76S,Mumbai,Maharashtra,Corporate
C00456,Cust_Q0USW,Kolkata,West Bengal,Retail
C00457,Cust_CUP8I,Pune,Maharashtra,Retail
C00458,Cust_47O3L,Chennai,Tamil Nadu,Retail
C00459,Cust_JCH2V,Ahmedabad,Gujarat,Retail
C00460,Cust_DQLEM,Mumbai,Maharashtra,Retail
C00461,Cust_QQ4D3,Delhi,Delhi,SMB
C00462,Cust_3ZB4L,Chennai,Tamil Nadu,SMB
C00463,Cust_Z8OBK,Bengaluru,Karnataka,Retail
C00464,Cust_BOQ0I,Mumbai,Maharashtra,Corporate
C00465,Cust_D2EC2,Ahmedabad,Gujarat,Retail
C00466,Cust_E3NWX,Delhi,Delhi,Retail
C00467,Cust_V7C9H,Lucknow,Uttar Pradesh,Retail
C00468,Cust_3D43E,Ahmedabad,Gujarat,Retail
C00469,Cust_B7P0R,Ahmedabad,Gujarat,Retail
C00470,Cust_YGHGK,Pune,Maharashtra,Retail
C00471,Cust_BWIKO,Mumbai,Maharashtra,Retail
C00472,Cust_RDNPX,Jaipur,Rajasthan,Retail
C00473,Cust_I9TAN,Jaipur,Rajasthan,SMB
C00474,Cust_R2MUL,Kolkata,West Bengal,Retail
C00475,Cust_GLH62,Chennai,Tamil Nadu,Corporate
C00476,Cust_3QMVI,Hyderabad,Telangana,Corporate
C00477,Cust_DXJ37,Mumbai,Maharashtra,Retail
C00478,Cust_18U9N,Hyderabad,Telangana,Retail
C00479,Cust_GV3Z6,Mumbai,Maharashtra,Corporate
C00480,Cust_ZMUF8,Hyderabad,Telangana,Retail
C00481,Cust_TGBCV,Ahmedabad,Gujarat,SMB
C00482,Cust_SA7HE,Hyderabad,Telangana,Retail
C00483,Cust_74LAV,Mumbai,Maharashtra,Retail
C00484,Cust_1448N,Mumbai,Maharashtra,Corporate
C00485,Cust_VML90,Pune,Maharashtra,Corporate
C00486,Cust_28XG8,Pune,Maharashtra,SMB
C00487,Cust_2IVGL,Lucknow,Uttar Pradesh,Retail
C00488,Cust_E088O,Chennai,Tamil Nadu,SMB
C00489,Cust_BV78H,Lucknow,Uttar Pradesh,Corporate
C00490,Cust_DRLCM,Lucknow,Uttar Pradesh,Corporate
C00491,Cust_G5DZX,Kolkata,West Bengal,Retail
C00492,Cust_QJICJ,Kolkata,West Bengal,Retail
C00493,Cust_ZBPPF,Bengaluru,Karnataka,SMB
C00494,Cust_RNTDR,Pune,Maharashtra,Retail
C00495,Cust_XYFC4,Lucknow,Uttar Pradesh,Retail
C00496,Cust_AJDM5,Chennai,Tamil Nadu,Retail
C00497,Cust_0T6DV,Mumbai,Maharashtra,Retail
C00498,Cust_6ZPXV,Lucknow,Uttar Pradesh,Retail
C00499,Cust_FDHGZ,Pune,Maharashtra,Retail
C00500,Cust_JKIBU,Jaipur,Rajasthan,Corporate
C00501,Cust_FMPKX,Ahmedabad,Gujarat,Retail
C00502,Cust_RDHW9,Lucknow,Uttar Pradesh,Retail
C00503,Cust_4LORX,Ahmedabad,Gujarat,Retail
C00504,Cust_XNNNG,Bengaluru,Karnataka,Retail
C00505,Cust_JQIJC,Hyderabad,Telangana,Retail
C00506,Cust_DMT8V,Bengaluru,Karnataka,Retail
C00507,Cust_CNS8Y,Jaipur,Rajasthan,Retail
C00508,Cust_UIKO4,Ahmedabad,Gujarat,SMB
C00509,Cust_S62YW,Hyderabad,Telangana,Retail
C00510,Cust_8Q8GH,Bengaluru,Karnataka,Retail
C00511,Cust_EP9P9,Delhi,Delhi,Retail
C00512,Cust_4J66C,Mumbai,Maharashtra,Retail
C00513,Cust_UT4S7,Pune,Maharashtra,Corporate
C00514,Cust_2WSPO,Hyderabad,Telangana,Corporate
C00515,Cust_UU8DD,Mumbai,Maharashtra,Retail
C00516,Cust_2555J,Bengaluru,Karnataka,Retail
C00517,Cust_URGOW,Ahmedabad,Gujarat,Retail
C00518,Cust_B6LI0,Pune,Maharashtra,Retail
C00519,Cust_6A3KK,Chennai,Tamil Nadu,SMB
C00520,Cust_4Y9IK,Ahmedabad,Gujarat,Retail
C00521,Cust_1L0VD,Ahmedabad,Gujarat,Retail
C00522,Cust_H3015,Ahmedabad,Gujarat,Retail
C00523,Cust_SFLSE,Hyderabad,Telangana,Retail
C00524,Cust_5BG34,Jaipur,Rajasthan,Retail
C00525,Cust_BBMHN,Delhi,Delhi,Retail
C00526,Cust_SWEBN,Ahmedabad,Gujarat,Corporate
C00527,Cust_Q8RTM,Lucknow,Uttar Pradesh,Retail
C00528,Cust_0YKNF,Chennai,Tamil Nadu,Retail
C00529,Cust_2HHIH,Lucknow,Uttar Pradesh,Retail
C00530,Cust_S58YR,Pune,Maharashtra,SMB
C00531,Cust_XVAJ2,Mumbai,Maharashtra,Retail
C00532,Cust_ZZJ64,Chennai,Tamil Nadu,Corporate
C00533,Cust_JQY3O,Ahmedabad,Gujarat,Corporate
C00534,Cust_A984U,Bengaluru,Karnataka,SMB
C00535,Cust_VKDC9,Lucknow,Uttar Pradesh,Retail
C00536,Cust_5JZ6K,Kolkata,West Bengal,Retail
C00537,Cust_SIC43,Mumbai,Maharashtra,Retail
C00538,Cust_XYZX9,Pune,Maharashtra,Retail
C00539,Cust_6O0U9,Chennai,Tamil Nadu,Retail
C00540,Cust_MZYWR,Delhi,Delhi,Retail
C00541,Cust_S445G,Kolkata,West Bengal,SMB
C00542,Cust_Q00U6,Bengaluru,Karnataka,Retail
C00543,Cust_XII5P,Kolkata,West Bengal,Retail
C00544,Cust_NVQEB,Kolkata,West Bengal,Retail
C00545,Cust_UWQHE,Lucknow,Uttar Pradesh,Retail
C00546,Cust_TO5F9,Pune,Maharashtra,Retail
C00547,Cust_OU6QL,Kolkata,West Bengal,Retail
C00548,Cust_2RWGW,Mumbai,Maharashtra,Retail
C00549,Cust_QH1UF,Hyderabad,Telangana,Retail
C00550,Cust_EPPPR,Bengaluru,Karnataka,SMB
C00551,Cust_BHNAL,Hyderabad,Telangana,Corporate
C00552,Cust_GYWIY,Jaipur,Rajasthan,SMB
C00553,Cust_LDSLC,Kolkata,West Bengal,Retail
C00554,Cust_KK0VM,Hyderabad,Telangana,Retail
C00555,Cust_M6MG8,Mumbai,Maharashtra,Retail
C00556,Cust_AI9HA,Pune,Maharashtra,Retail
C00557,Cust_GNXB5,Jaipur,Rajasthan,Retail
C00558,Cust_1WVBD,Chennai,Tamil Nadu,Retail
C00559,Cust_BEPEJ,Hyderabad,Telangana,Retail
C00560,Cust_HYAPD,Mumbai,Maharashtra,Retail
C00561,Cust_JVE3D,Jaipur,Rajasthan,Corporate
C00562,Cust_EEDHH,Lucknow,Uttar Pradesh,Retail
C00563,Cust_39MOF,Chennai,Tamil Nadu,Retail
C00564,Cust_RH7LA,Jaipur,Rajasthan,Retail
C00565,Cust_64YFD,Bengaluru,Karnataka,Retail
C00566,Cust_C06XQ,Jaipur,Rajasthan,Retail
C00567,Cust_JB354,Chennai,Tamil Nadu,Retail
C00568,Cust_2L0D1,Kolkata,West Bengal,Retail
C00569,Cust_AEXL6,Hyderabad,Telangana,Corporate
C00570,Cust_J0NME,Lucknow,Uttar Pradesh,Corporate
C00571,Cust_8JN42,Pune,Maharashtra,Retail
C00572,Cust_EZC7F,Mumbai,Maharashtra,Retail
C00573,Cust_6RUPW,Pune,Maharashtra,Retail
C00574,Cust_W5506,Kolkata,West Bengal,Corporate
C00575,Cust_7EOBJ,Ahmedabad,Gujarat,Retail
C00576,Cust_A5S00,Kolkata,West Bengal,Retail
C00577,Cust_9YMSZ,Delhi,Delhi,Retail
C00578,Cust_P0RXX,Bengaluru,Karnataka,Retail
C00579,Cust_4U9BX,Mumbai,Maharashtra,Corporate
C00580,Cust_SQRF1,Mumbai,Maharashtra,Retail
C00581,Cust_I8BIX,Kolkata,West Bengal,Retail
C00582,Cust_3CPUD,Pune,Maharashtra,Retail
C00583,Cust_QERXD,Ahmedabad,Gujarat,Retail
C00584,Cust_BT328,Pune,Maharashtra,Corporate
C00585,Cust_6UXQM,Chennai,Tamil Nadu,Corporate
C00586,Cust_34L1V,Hyderabad,Telangana,Retail
C00587,Cust_ZE1HM,Kolkata,West Bengal,Retail
C00588,Cust_TND6R,Chennai,Tamil Nadu,Retail
C00589,Cust_DVG7O,Pune,Maharashtra,Retail
C00590,Cust_3GM1B,Ahmedabad,Gujarat,Retail
C00591,Cust_E6QVS,Lucknow,Uttar Pradesh,Retail
C00592,Cust_A0TPV,Ahmedabad,Gujarat,Retail
C00593,Cust_26YG3,Jaipur,Rajasthan,Retail
C00594,Cust_NV5SN,Bengaluru,Karnataka,Retail
C00595,Cust_61J88,Lucknow,Uttar Pradesh,Corporate
C00596,Cust_2EV5S,Ahmedabad,Gujarat,Retail
C00597,Cust_4Z7WH,Jaipur,Rajasthan,Retail
C00598,Cust_ZY7EZ,Lucknow,Uttar Pradesh,Retail
C00599,Cust_SYLEM,Mumbai,Maharashtra,Retail
C00600,Cust_U7ZY6,Ahmedabad,Gujarat,Retail
C00601,Cust_K43SA,Jaipur,Rajasthan,Retail
C00602,Cust_BCJ29,Mumbai,Maharashtra,Corporate
C00603,Cust_FC2HT,Chennai,Tamil Nadu,Retail
C00604,Cust_3D505,Kolkata,West Bengal,Retail
C00605,Cust_NS2ZY,Jaipur,Rajasthan,Retail
C00606,Cust_7N89L,Hyderabad,Telangana,Retail
C00607,Cust_B0H54,Jaipur,Rajasthan,Retail
C00608,Cust_36ZX1,Ahmedabad,Gujarat,Retail
C00609,Cust_0H0GQ,Jaipur,Rajasthan,Retail
C00610,Cust_GGSNP,Bengaluru,Karnataka,Retail
C00611,Cust_JF4AQ,Jaipur,Rajasthan,Retail
C00612,Cust_B7V1W,Mumbai,Maharashtra,Retail
C00613,Cust_RUM2L,Chennai,Tamil Nadu,Retail
C00614,Cust_8S2FT,Delhi,Delhi,Retail
C00615,Cust_DHHLM,Pune,Maharashtra,Retail
C00616,Cust_8WRU1,Delhi,Delhi,Corporate
C00617,Cust_EMIX7,Hyderabad,Telangana,Retail
C00618,Cust_8YL68,Delhi,Delhi,SMB
C00619,Cust_J0AS1,Pune,Maharashtra,Retail
C00620,Cust_2QB6G,Jaipur,Rajasthan,SMB
C00621,Cust_CD81T,Jaipur,Rajasthan,Retail
C00622,Cust_HWHY4,Bengaluru,Karnataka,Retail
C00623,Cust_TZ91X,Delhi,Delhi,Retail
C00624,Cust_0FQLD,Bengaluru,Karnataka,Retail
C00625,Cust_GJC36,Hyderabad,Telangana,Retail
C00626,Cust_NWPAY,Pune,Maharashtra,Retail
C00627,Cust_AZC0B,Jaipur,Rajasthan,Retail
C00628,Cust_MSKYV,Bengaluru,Karnataka,Corporate
C00629,Cust_1POXR,Chennai,Tamil Nadu,Retail
C00630,Cust_H024K,Jaipur,Rajasthan,Corporate
C00631,Cust_K585X,Mumbai,Maharashtra,Retail
C00632,Cust_TTEAV,Hyderabad,Telangana,Retail
C00633,Cust_TDH00,Jaipur,Rajasthan,Retail
C00634,Cust_OXSFH,Delhi,Delhi,Retail
C00635,Cust_GG244,Chennai,Tamil Nadu,Retail
C00636,Cust_QTKCD,Jaipur,Rajasthan,Corporate
C00637,Cust_RLEXD,Lucknow,Uttar Pradesh,Retail
C00638,Cust_CGRLX,Lucknow,Uttar Pradesh,Retail
C00639,Cust_FU38G,Lucknow,Uttar Pradesh,Corporate
C00640,Cust_IH0P4,Kolkata,West Bengal,Retail
C00641,Cust_YLRQ1,Mumbai,Maharashtra,SMB
C00642,Cust_TGV44,Ahmedabad,Gujarat,SMB
C00643,Cust_6H0W0,Mumbai,Maharashtra,Retail
C00644,Cust_4W3U1,Hyderabad,Telangana,Retail
C00645,Cust_6TT9Q,Delhi,Delhi,Retail
C00646,Cust_NI10K,Mumbai,Maharashtra,Corporate
C00647,Cust_SDNAI,Ahmedabad,Gujarat,Retail
C00648,Cust_Y1FFU,Lucknow,Uttar Pradesh,Retail
C00649,Cust_X80RM,Lucknow,Uttar Pradesh,Corporate
C00650,Cust_1IJIY,Delhi,Delhi,Retail
C00651,Cust_6NQQB,Jaipur,Rajasthan,Corporate
C00652,Cust_D8WJ0,Kolkata,West Bengal,Retail
C00653,Cust_TGXNX,Lucknow,Uttar Pradesh,Retail
C00654,Cust_SN6SM,Bengaluru,Karnataka,Corporate
C00655,Cust_RRVSF,Kolkata,West Bengal,Retail
C00656,Cust_ISKFF,Mumbai,Maharashtra,Retail
C00657,Cust_ZEI3Z,Lucknow,Uttar Pradesh,Retail
C00658,Cust_YRVXO,Ahmedabad,Gujarat,Retail
C00659,Cust_BUFWB,Delhi,Delhi,Retail
C00660,Cust_FF7SO,Lucknow,Uttar Pradesh,SMB
C00661,Cust_W5038,Lucknow,Uttar Pradesh,Retail
C00662,Cust_Q95G3,Delhi,Delhi,Retail
C00663,Cust_FU1WS,Lucknow,Uttar Pradesh,Retail
C00664,Cust_0MQVI,Mumbai,Maharashtra,Retail
C00665,Cust_EAS6Y,Pune,Maharashtra,SMB
C00666,Cust_VG6V5,Mumbai,Maharashtra,Corporate
C00667,Cust_SEREV,Jaipur,Rajasthan,Retail
C00668,Cust_61XSN,Hyderabad,Telangana,Retail
C00669,Cust_ZP7R1,Hyderabad,Telangana,Retail
C00670,Cust_V01ZD,Kolkata,West Bengal,Retail
C00671,Cust_J16DV,Mumbai,Maharashtra,Retail
C00672,Cust_OGZ2U,Jaipur,Rajasthan,Retail
C00673,Cust_SNH2O,Bengaluru,Karnataka,SMB
C00674,Cust_FXJ4P,Bengaluru,Karnataka,Retail
C00675,Cust_W9OHT,Kolkata,West Bengal,Corporate
C00676,Cust_RNTJL,Jaipur,Rajasthan,Retail
C00677,Cust_1OE5E,Kolkata,West Bengal,Retail
C00678,Cust_QZFHO,Delhi,Delhi,Corporate
C00679,Cust_2WYBO,Kolkata,West Bengal,Retail
C00680,Cust_23QVD,Hyderabad,Telangana,Corporate
C00681,Cust_HCBN9,Chennai,Tamil Nadu,Retail
C00682,Cust_XK8C1,Lucknow,Uttar Pradesh,Retail
C00683,Cust_XPHX2,Mumbai,Maharashtra,Corporate
C00684,Cust_H2SZW,Chennai,Tamil Nadu,Retail
C00685,Cust_MX9DJ,Hyderabad,Telangana,Corporate
C00686,Cust_MOVS0,Pune,Maharashtra,SMB
C00687,Cust_7T0UU,Bengaluru,Karnataka,Retail
C00688,Cust_8JVH7,Kolkata,West Bengal,Retail
C00689,Cust_AGSUS,Lucknow,Uttar Pradesh,Retail
C00690,Cust_82853,Kolkata,West Bengal,Retail
C00691,Cust_JPNRI,Lucknow,Uttar Pradesh,Corporate
C00692,Cust_8QQVA,Kolkata,West Bengal,Retail
C00693,Cust_JN2HZ,Bengaluru,Karnataka,Retail
C00694,Cust_OMTZJ,Kolkata,West Bengal,Retail
C00695,Cust_DY3C7,Chennai,Tamil Nadu,Retail
C00696,Cust_LHUG0,Ahmedabad,Gujarat,Corporate
C00697,Cust_RH05H,Delhi,Delhi,Retail
C00698,Cust_44M2E,Delhi,Delhi,SMB
C00699,Cust_YXW1T,Bengaluru,Karnataka,Retail
C00700,Cust_4NL65,Hyderabad,Telangana,Retail
C00701,Cust_5R96K,Lucknow,Uttar Pradesh,Retail
C00702,Cust_1ESP7,Delhi,Delhi,Retail
C00703,Cust_SOYG9,Hyderabad,Telangana,SMB
C00704,Cust_QYAHU,Jaipur,Rajasthan,Retail
C00705,Cust_N5GJJ,Kolkata,West Bengal,Corporate
C00706,Cust_MGPP1,Lucknow,Uttar Pradesh,Retail
C00707,Cust_4KGEU,Kolkata,West Bengal,Retail
C00708,Cust_3Z2T4,Delhi,Delhi,Retail
C00709,Cust_F8F3G,Delhi,Delhi,Retail
C00710,Cust_E6WTL,Ahmedabad,Gujarat,Retail
C00711,Cust_KUUOY,Ahmedabad,Gujarat,Retail
C00712,Cust_HJ4D0,Hyderabad,Telangana,SMB
C00713,Cust_MU7JA,Chennai,Tamil Nadu,Retail
C00714,Cust_MYVUX,Bengaluru,Karnataka,Retail
C00715,Cust_G2MYR,Jaipur,Rajasthan,Retail
C00716,Cust_6NKWF,Ahmedabad,Gujarat,Retail
C00717,Cust_X7PWO,Mumbai,Maharashtra,SMB
C00718,Cust_CMLXZ,Bengaluru,Karnataka,Retail
C00719,Cust_XJQ5N,Lucknow,Uttar Pradesh,Retail
C00720,Cust_SQG4E,Lucknow,Uttar Pradesh,Retail
C00721,Cust_X7ZCG,Delhi,Delhi,Retail
C00722,Cust_D7RB1,Bengaluru,Karnataka,Retail
C00723,Cust_1CJFX,Jaipur,Rajasthan,Retail
C00724,Cust_LIKWE,Pune,Maharashtra,Retail
C00725,Cust_BX4LR,Mumbai,Maharashtra,Retail
C00726,Cust_7TE8T,Jaipur,Rajasthan,Corporate
C00727,Cust_VWWUS,Lucknow,Uttar Pradesh,Retail
C00728,Cust_LMT2P,Jaipur,Rajasthan,Corporate
C00729,Cust_OFAS1,Kolkata,West Bengal,Retail
C00730,Cust_MQA78,Mumbai,Maharashtra,Corporate
C00731,Cust_K12V2,Ahmedabad,Gujarat,Retail
C00732,Cust_NOUOF,Jaipur,Rajasthan,Retail
C00733,Cust_3HCWS,Pune,Maharashtra,Retail
C00734,Cust_3YK03,Lucknow,Uttar Pradesh,Retail
C00735,Cust_GCEDQ,Pune,Maharashtra,Retail
C00736,Cust_JWGAB,Ahmedabad,Gujarat,Retail
C00737,Cust_A9KEP,Jaipur,Rajasthan,Retail
C00738,Cust_IFRML,Hyderabad,Telangana,Retail
C00739,Cust_9Q2L4,Ahmedabad,Gujarat,Retail
C00740,Cust_C1CQG,Mumbai,Maharashtra,Corporate
C00741,Cust_33E1I,Chennai,Tamil Nadu,Retail
C00742,Cust_I9H0D,Ahmedabad,Gujarat,Retail
C00743,Cust_RYLLW,Delhi,Delhi,Retail
C00744,Cust_0TERK,Hyderabad,Telangana,Retail
C00745,Cust_55HEW,Kolkata,West Bengal,Retail
C00746,Cust_A2VOI,Kolkata,West Bengal,Corporate
C00747,Cust_UYYF1,Hyderabad,Telangana,Retail
C00748,Cust_FDW79,Delhi,Delhi,Retail
C00749,Cust_CXZ2E,Hyderabad,Telangana,Retail
C00750,Cust_LUXM6,Delhi,Delhi,Retail
C00751,Cust_AN0JB,Delhi,Delhi,Corporate
C00752,Cust_UTRUT,Ahmedabad,Gujarat,Corporate
C00753,Cust_0J36T,Kolkata,West Bengal,Retail
C00754,Cust_TQ3TQ,Bengaluru,Karnataka,Retail
C00755,Cust_NGA41,Jaipur,Rajasthan,Retail
C00756,Cust_LC83G,Delhi,Delhi,Retail
C00757,Cust_1FKOL,Ahmedabad,Gujarat,Retail
C00758,Cust_SC4E5,Bengaluru,Karnataka,Retail
C00759,Cust_DGBXN,Delhi,Delhi,Retail
C00760,Cust_SZJNV,Ahmedabad,Gujarat,Retail
C00761,Cust_A7X73,Bengaluru,Karnataka,Retail
C00762,Cust_2CU7O,Ahmedabad,Gujarat,Corporate
C00763,Cust_2CWT0,Kolkata,West Bengal,Retail
C00764,Cust_CHSDI,Chennai,Tamil Nadu,Corporate
C00765,Cust_GSIWG,Pune,Maharashtra,Retail
C00766,Cust_ODWMQ,Jaipur,Rajasthan,Retail
C00767,Cust_5GGOM,Pune,Maharashtra,Corporate
C00768,Cust_TV76T,Mumbai,Maharashtra,Corporate
C00769,Cust_4OW3L,Kolkata,West Bengal,Retail
C00770,Cust_UH17J,Delhi,Delhi,Retail
C00771,Cust_QO09V,Ahmedabad,Gujarat,Corporate
C00772,Cust_E6A9H,Jaipur,Rajasthan,Retail
C00773,Cust_A3YJT,Kolkata,West Bengal,Retail
C00774,Cust_UUDQF,Jaipur,Rajasthan,SMB
C00775,Cust_NUI3D,Chennai,Tamil Nadu,Retail
C00776,Cust_UHCLR,Pune,Maharashtra,Retail
C00777,Cust_3YU6V,Ahmedabad,Gujarat,Retail
C00778,Cust_B3N27,Chennai,Tamil Nadu,Retail
C00779,Cust_M3O55,Kolkata,West Bengal,Retail
C00780,Cust_047WW,Delhi,Delhi,Retail
C00781,Cust_KBTFS,Hyderabad,Telangana,Retail
C00782,Cust_FY981,Delhi,Delhi,Retail
C00783,Cust_SHKOE,Lucknow,Uttar Pradesh,Retail
C00784,Cust_R0TJO,Bengaluru,Karnataka,Retail
C00785,Cust_1EEUR,Pune,Maharashtra,SMB
C00786,Cust_HW0IC,Lucknow,Uttar Pradesh,Retail
C00787,Cust_L7DYP,Pune,Maharashtra,SMB
C00788,Cust_GMX1G,Kolkata,West Bengal,Retail
C00789,Cust_W9PFB,Kolkata,West Bengal,Corporate
C00790,Cust_HN14E,Delhi,Delhi,Retail
C00791,Cust_IWF3K,Hyderabad,Telangana,Retail
C00792,Cust_YEQAH,Kolkata,West Bengal,Corporate
C00793,Cust_HT1TW,Jaipur,Rajasthan,Corporate
C00794,Cust_ZYN6S,Mumbai,Maharashtra,Retail
C00795,Cust_GK2WB,Chennai,Tamil Nadu,Retail
C00796,Cust_CXX6M,Hyderabad,Telangana,Retail
C00797,Cust_A5XIN,Bengaluru,Karnataka,Corporate
C00798,Cust_6RVDH,Bengaluru,Karnataka,Retail
C00799,Cust_UZB7K,Ahmedabad,Gujarat,Retail
C00800,Cust_OFMMW,Ahmedabad,Gujarat,Retail
C00801,Cust_99JCJ,Delhi,Delhi,Retail
C00802,Cust_63BTK,Pune,Maharashtra,Corporate
C00803,Cust_MOE0S,Mumbai,Maharashtra,Retail
C00804,Cust_5YPUP,Lucknow,Uttar Pradesh,Retail
C00805,Cust_6LTHE,Chennai,Tamil Nadu,Retail
C00806,Cust_YHEY6,Jaipur,Rajasthan,Retail
C00807,Cust_P61XU,Mumbai,Maharashtra,Retail
C00808,Cust_LU8EL,Mumbai,Maharashtra,Retail
C00809,Cust_015OO,Mumbai,Maharashtra,SMB
C00810,Cust_03W0F,Ahmedabad,Gujarat,Retail
C00811,Cust_DG1WJ,Delhi,Delhi,Retail
C00812,Cust_WVIAC,Lucknow,Uttar Pradesh,Retail
C00813,Cust_E4QXG,Ahmedabad,Gujarat,Retail
C00814,Cust_REGB1,Pune,Maharashtra,SMB
C00815,Cust_78IYH,Hyderabad,Telangana,Retail
C00816,Cust_C795R,Delhi,Delhi,Retail
C00817,Cust_55P1V,Kolkata,West Bengal,Retail
C00818,Cust_ZO7UT,Pune,Maharashtra,Retail
C00819,Cust_SQ3B9,Hyderabad,Telangana,Retail
C00820,Cust_T9BN1,Jaipur,Rajasthan,Corporate
C00821,Cust_GP51K,Hyderabad,Telangana,Retail
C00822,Cust_PWBSF,Mumbai,Maharashtra,Retail
C00823,Cust_DSGV6,Ahmedabad,Gujarat,Retail
C00824,Cust_EOQGV,Jaipur,Rajasthan,Retail
C00825,Cust_5DLXZ,Delhi,Delhi,Retail
C00826,Cust_ZEEQN,Mumbai,Maharashtra,Corporate
C00827,Cust_Z09WF,Jaipur,Rajasthan,Retail
C00828,Cust_N16UX,Jaipur,Rajasthan,Retail
C00829,Cust_FF1BL,Mumbai,Maharashtra,Retail
C00830,Cust_KG68A,Ahmedabad,Gujarat,Corporate
C00831,Cust_ARR3V,Chennai,Tamil Nadu,Retail
C00832,Cust_IVROC,Ahmedabad,Gujarat,Corporate
C00833,Cust_A5KW3,Lucknow,Uttar Pradesh,Retail
C00834,Cust_BFXB4,Delhi,Delhi,SMB
C00835,Cust_4K7BP,Lucknow,Uttar Pradesh,Retail
C00836,Cust_FKXZU,Mumbai,Maharashtra,Retail
C00837,Cust_GQU7D,Jaipur,Rajasthan,Retail
C00838,Cust_L6314,Chennai,Tamil Nadu,Retail
C00839,Cust_KEZJS,Bengaluru,Karnataka,Retail
C00840,Cust_HHCU9,Jaipur,Rajasthan,Retail
C00841,Cust_9RY79,Jaipur,Rajasthan,Retail
C00842,Cust_P4JUW,Chennai,Tamil Nadu,Retail
C00843,Cust_WR0R3,Mumbai,Maharashtra,SMB
C00844,Cust_IKGEQ,Lucknow,Uttar Pradesh,Retail
C00845,Cust_0HWOB,Bengaluru,Karnataka,Corporate
C00846,Cust_UWAHK,Kolkata,West Bengal,Retail
C00847,Cust_LSLAY,Bengaluru,Karnataka,Retail
C00848,Cust_OU83G,Kolkata,West Bengal,Retail
C00849,Cust_7RRBE,Kolkata,West Bengal,Retail
C00850,Cust_W6TM2,Mumbai,Maharashtra,SMB
C00851,Cust_7CSUY,Pune,Maharashtra,Retail
C00852,Cust_THY25,Jaipur,Rajasthan,Corporate
C00853,Cust_CF4MN,Kolkata,West Bengal,SMB
C00854,Cust_4UOV5,Jaipur,Rajasthan,Retail
C00855,Cust_ZLBOR,Chennai,Tamil Nadu,SMB
C00856,Cust_N3KSG,Delhi,Delhi,Retail
C00857,Cust_226PA,Kolkata,West Bengal,SMB
C00858,Cust_6FMR5,Ahmedabad,Gujarat,Retail
C00859,Cust_1F537,Chennai,Tamil Nadu,Retail
C00860,Cust_HBN5E,Mumbai,Maharashtra,SMB
C00861,Cust_7YVDQ,Chennai,Tamil Nadu,Retail
C00862,Cust_D10A1,Hyderabad,Telangana,Retail
C00863,Cust_LGJLP,Delhi,Delhi,Retail
C00864,Cust_JFE8U,Bengaluru,Karnataka,Retail
C00865,Cust_HMLFZ,Bengaluru,Karnataka,Retail
C00866,Cust_UGL6T,Chennai,Tamil Nadu,Corporate
C00867,Cust_EQYDB,Hyderabad,Telangana,Retail
C00868,Cust_OZ6WY,Pune,Maharashtra,Retail
C00869,Cust_WL3ZY,Ahmedabad,Gujarat,Retail
C00870,Cust_C71UD,Jaipur,Rajasthan,Retail
C00871,Cust_DLX1Q,Ahmedabad,Gujarat,Retail
C00872,Cust_F6JNG,Delhi,Delhi,Corporate
C00873,Cust_25QBR,Kolkata,West Bengal,SMB
C00874,Cust_R4KMU,Kolkata,West Bengal,Retail
C00875,Cust_D32LX,Jaipur,Rajasthan,Retail
C00876,Cust_TOOWT,Chennai,Tamil Nadu,SMB
C00877,Cust_NM3V2,Ahmedabad,Gujarat,Corporate
C00878,Cust_UMYGY,Pune,Maharashtra,Retail
C00879,Cust_4EVLD,Lucknow,Uttar Pradesh,Retail
C00880,Cust_G8CD3,Ahmedabad,Gujarat,SMB
C00881,Cust_LXCHF,Pune,Maharashtra,Retail
C00882,Cust_6WAFF,Lucknow,Uttar Pradesh,Retail
C00883,Cust_KWQH5,Jaipur,Rajasthan,Retail
C00884,Cust_U6K7P,Chennai,Tamil Nadu,Retail
C00885,Cust_9UWS4,Kolkata,West Bengal,Retail
C00886,Cust_C68AU,Chennai,Tamil Nadu,Retail
C00887,Cust_DKBPV,Kolkata,West Bengal,Retail
C00888,Cust_ZOPHG,Kolkata,West Bengal,Retail
C00889,Cust_GN74F,Mumbai,Maharashtra,Retail
C00890,Cust_ECAZR,Mumbai,Maharashtra,Retail
C00891,Cust_9EE34,Pune,Maharashtra,Corporate
C00892,Cust_7WQP3,Lucknow,Uttar Pradesh,SMB
C00893,Cust_MGVU4,Pune,Maharashtra,Retail
C00894,Cust_ZJ7UB,Delhi,Delhi,Retail
C00895,Cust_UZERY,Hyderabad,Telangana,SMB
C00896,Cust_0S41K,Mumbai,Maharashtra,Retail
C00897,Cust_C6DR0,Jaipur,Rajasthan,Retail
C00898,Cust_YTUW6,Bengaluru,Karnataka,Corporate
C00899,Cust_2QSQ0,Jaipur,Rajasthan,Retail
C00900,Cust_M9KGZ,Pune,Maharashtra,Corporate
C00901,Cust_00UCR,Lucknow,Uttar Pradesh,Corporate
C00902,Cust_UXK0A,Mumbai,Maharashtra,Retail
C00903,Cust_CS4KE,Ahmedabad,Gujarat,Retail
C00904,Cust_JJ0V6,Chennai,Tamil Nadu,Retail
